"CityName","CityPopulation","StateProvinceCode","StateProvinceName","StatePopulation"
"15279","Hicksville",3581,"OH","Ohio",12514985
"15280","Hicksville",41547,"NY","New York",20437172
"15281","Hico",NA,"LA","Louisiana",4810488
"15282","Hico",272,"WV","West Virginia",2085839
"15283","Hico",1379,"TX","Texas",27506120
"15284","Hidalgo",11198,"TX","Texas",27506120
"15285","Hidalgo",106,"IL","Illinois",13397420
"15286","Hidden Hills",1856,"CA","California",41460453
"15287","Hidden Spring",2280,"ID","Idaho",1612136
"15288","Hidden Timber",NA,"SD","South Dakota",844877
"15289","Hidden Valley",5387,"IN","Indiana",6570902
"15290","Hidden Valley Lake",5579,"CA","California",41460453
"15291","Hiddenite",536,"NC","North Carolina",10241982
"15292","Hideaway",3083,"TX","Texas",27506120
"15293","Hide-A-Way Hills",794,"OH","Ohio",12514985
"15294","Hideout",656,"UT","Utah",3016906
"15295","Higbee",568,"MO","Missouri",6262867
"15296","Higden",120,"AR","Arkansas",3077747
"15297","Higganum",1698,"CT","Connecticut",3739923
"15298","Higgins",397,"TX","Texas",27506120
"15299","Higginson",621,"AR","Arkansas",3077747
"15300","Higginsport",251,"OH","Ohio",12514985
"15301","Higginsville",4797,"MO","Missouri",6262867
"15302","Higgston",323,"GA","Georgia",9992167
"15303","High Amana",115,"IA","Iowa",3214032
"15304","High Bridge",242,"KY","Kentucky",4571106
"15305","High Bridge",NA,"WI","Wisconsin",6211317
"15306","High Bridge",3648,"NJ","New Jersey",8899339
"15307","High Falls",627,"NY","New York",20437172
"15308","High Hill",195,"MO","Missouri",6262867
"15309","High Island",NA,"TX","Texas",27506120
"15310","High Landing",NA,"MN","Minnesota",5637195
"15311","High Point",NA,"MO","Missouri",6262867
"15312","High Point",104371,"NC","North Carolina",10241982
"15313","High Ridge",4305,"MO","Missouri",6262867
"15314","High Rock",NA,"NC","North Carolina",10241982
"15315","High Rock",NA,"WA","Washington",7540272
"15316","High Rolls",834,"NM","New Mexico",2345662
"15317","High Shoals",696,"NC","North Carolina",10241982
"15318","High Springs",5350,"FL","Florida",21148372
"15319","Highbank",NA,"TX","Texas",27506120
"15320","Highcliff",NA,"PA","Pennsylvania",13284753
"15321","Highfield",1112,"MD","Maryland",5928814
"15322","Highfill",583,"AR","Arkansas",3077747
"15323","Highgate Center",NA,"VT","Vermont",677762
"15324","Highgrove",3988,"CA","California",41460453
"15325","Highland",1045,"AR","Arkansas",3077747
"15326","Highland",254,"OH","Ohio",12514985
"15327","Highland",23727,"IN","Indiana",6570902
"15328","Highland",5647,"NY","New York",20437172
"15329","Highland",842,"WI","Wisconsin",6211317
"15330","Highland",1012,"KS","Kansas",2893957
"15331","Highland",9919,"IL","Illinois",13397420
"15332","Highland",NA,"MN","Minnesota",5637195
"15333","Highland",1034,"MD","Maryland",5928814
"15334","Highland",NA,"FL","Florida",21148372
"15335","Highland",53104,"CA","California",41460453
"15336","Highland",15523,"UT","Utah",3016906
"15337","Highland Beach",96,"MD","Maryland",5928814
"15338","Highland Beach",3539,"FL","Florida",21148372
"15339","Highland Center",NA,"IA","Iowa",3214032
"15340","Highland City",10834,"FL","Florida",21148372
"15341","Highland Falls",3900,"NY","New York",20437172
"15342","Highland Haven",431,"TX","Texas",27506120
"15343","Highland Heights",8345,"OH","Ohio",12514985
"15344","Highland Heights",6923,"KY","Kentucky",4571106
"15345","Highland Hills",1130,"OH","Ohio",12514985
"15346","Highland Hills",NA,"IL","Illinois",13397420
"15347","Highland Home",NA,"AL","Alabama",5437278
"15348","Highland Lake",NA,"MA","Massachusetts[E]",6960536
"15349","Highland Lake",4933,"NJ","New Jersey",8899339
"15350","Highland Lake",412,"AL","Alabama",5437278
"15351","Highland Mills",NA,"NY","New York",20437172
"15352","Highland Mills",NA,"GA","Georgia",9992167
"15353","Highland Park",8564,"TX","Texas",27506120
"15354","Highland Park",230,"FL","Florida",21148372
"15355","Highland Park",13982,"NJ","New Jersey",8899339
"15356","Highland Park",11776,"MI","Michigan",9895622
"15357","Highland Park",1380,"PA","Pennsylvania",13284753
"15358","Highland Park",29763,"IL","Illinois",13397420
"15359","Highland Springs",15711,"VA","Virginia",8260405
"15360","Highland View",NA,"FL","Florida",21148372
"15361","Highland Village",15056,"TX","Texas",27506120
"15362","Highlands",NA,"CA","California",41460453
"15363","Highlands",5005,"NJ","New Jersey",8899339
"15364","Highlands",7522,"TX","Texas",27506120
"15365","Highlands",924,"NC","North Carolina",10241982
"15366","Highlands-Baywood Park",4027,"CA","California",41460453
"15367","Highlandville",NA,"IA","Iowa",3214032
"15368","Highlandville",911,"MO","Missouri",6262867
"15369","Highmore",795,"SD","South Dakota",844877
"15370","Highpoint",5195,"FL","Florida",21148372
"15371","Highpoint",NA,"MS","Mississippi",2991207
"15372","Highspire",2399,"PA","Pennsylvania",13284753
"15373","Hightstown",5494,"NJ","New Jersey",8899339
"15374","Hightsville",739,"NC","North Carolina",10241982
"15375","Highview",NA,"KY","Kentucky",4571106
"15376","Highwood",176,"MT","Montana",1187597
"15377","Highwood",5405,"IL","Illinois",13397420
"15378","Highwoods",NA,"IN","Indiana",6570902
"15379","Higley",NA,"AZ","Arizona",6891688
"15380","Hiko",119,"NV","Nevada",2790136
"15381","Hiland",NA,"WY","Wyoming",605964
"15382","Hiland Park",NA,"FL","Florida",21148372
"15383","Hilbert",1132,"WI","Wisconsin",6211317
"15384","Hilburn",NA,"TX","Texas",27506120
"15385","Hilda",447,"SC","South Carolina",4774839
"15386","Hildale",2726,"UT","Utah",3016906
"15387","Hildebran",2023,"NC","North Carolina",10241982
"15388","Hilden",NA,"FL","Florida",21148372
"15389","Hildreth",378,"NE","Nebraska",1943256
"15390","Hiles",NA,"WI","Wisconsin",6211317
"15391","Hilgard",NA,"OR","Oregon",4250757
"15392","Hilger",NA,"MT","Montana",1187597
"15393","Hill",NA,"NH","New Hampshire",1376397
"15394","Hill City",NA,"ID","Idaho",1612136
"15395","Hill City",948,"SD","South Dakota",844877
"15396","Hill City",633,"MN","Minnesota",5637195
"15397","Hill City",1474,"KS","Kansas",2893957
"15398","Hill Country Village",985,"TX","Texas",27506120
"15399","Hill Top",NA,"KY","Kentucky",4571106
"15400","Hilland",NA,"SD","South Dakota",844877
"15401","Hillandale",6043,"MD","Maryland",5928814
"15402","Hillburn",951,"NY","New York",20437172
"15403","Hillcrest",7558,"NY","New York",20437172
"15404","Hillcrest",1326,"IL","Illinois",13397420
"15405","Hillcrest",730,"TX","Texas",27506120
"15406","Hillcrest Heights",254,"FL","Florida",21148372
"15407","Hillcrest Heights",16469,"MD","Maryland",5928814
"15408","Hillemann",NA,"AR","Arkansas",3077747
"15409","Hiller",1155,"PA","Pennsylvania",13284753
"15410","Hillhouse",NA,"MS","Mississippi",2991207
"15411","Hilliard",28435,"OH","Ohio",12514985
"15412","Hilliard",3086,"FL","Florida",21148372
"15413","Hilliards",NA,"PA","Pennsylvania",13284753
"15414","Hillister",NA,"TX","Texas",27506120
"15415","Hillman",701,"MI","Michigan",9895622
"15416","Hillman",38,"MN","Minnesota",5637195
"15417","Hillrose",264,"CO","Colorado",5698265
"15418","Hills",686,"MN","Minnesota",5637195
"15419","Hills",703,"IA","Iowa",3214032
"15420","Hills and Dales",221,"OH","Ohio",12514985
"15421","Hills Prairie",NA,"TX","Texas",27506120
"15422","Hillsboro",NA,"KY","Kentucky",4571106
"15423","Hillsboro",NA,"MT","Montana",1187597
"15424","Hillsboro",8456,"TX","Texas",27506120
"15425","Hillsboro",91611,"OR","Oregon",4250757
"15426","Hillsboro",NA,"GA","Georgia",9992167
"15427","Hillsboro",124,"NM","New Mexico",2345662
"15428","Hillsboro",450,"TN","Tennessee",6495978
"15429","Hillsboro",1130,"MS","Mississippi",2991207
"15430","Hillsboro",538,"IN","Indiana",6570902
"15431","Hillsboro",552,"AL","Alabama",5437278
"15432","Hillsboro",180,"IA","Iowa",3214032
"15433","Hillsboro",6207,"IL","Illinois",13397420
"15434","Hillsboro",6605,"OH","Ohio",12514985
"15435","Hillsboro",2821,"MO","Missouri",6262867
"15436","Hillsboro",161,"MD","Maryland",5928814
"15437","Hillsboro",80,"VA","Virginia",8260405
"15438","Hillsboro",260,"WV","West Virginia",2085839
"15439","Hillsboro",2993,"KS","Kansas",2893957
"15440","Hillsboro",1603,"ND","North Dakota",723393
"15441","Hillsboro",1417,"WI","Wisconsin",6211317
"15442","Hillsboro Beach",1875,"FL","Florida",21148372
"15443","Hillsborough",6087,"NC","North Carolina",10241982
"15444","Hillsborough",1976,"NH","New Hampshire",1376397
"15445","Hillsborough",10825,"CA","California",41460453
"15446","Hillsdale",121,"OK","Oklahoma",3850568
"15447","Hillsdale",47,"WY","Wyoming",605964
"15448","Hillsdale",229,"KS","Kansas",2893957
"15449","Hillsdale",984,"NC","North Carolina",10241982
"15450","Hillsdale",NA,"IN","Indiana",6570902
"15451","Hillsdale",NA,"NY","New York",20437172
"15452","Hillsdale",NA,"WI","Wisconsin",6211317
"15453","Hillsdale",10219,"NJ","New Jersey",8899339
"15454","Hillsdale",8305,"MI","Michigan",9895622
"15455","Hillsdale",523,"IL","Illinois",13397420
"15456","Hillsdale",1478,"MO","Missouri",6262867
"15457","Hillside",8157,"IL","Illinois",13397420
"15458","Hillside",NA,"NJ","New Jersey",8899339
"15459","Hillside",NA,"AZ","Arizona",6891688
"15460","Hillside",NA,"CO","Colorado",5698265
"15461","Hillside Manor",NA,"NY","New York",20437172
"15462","Hillsmere Shores",NA,"MD","Maryland",5928814
"15463","Hillsview",3,"SD","South Dakota",844877
"15464","Hillsville",2681,"VA","Virginia",8260405
"15465","Hilltop",744,"MN","Minnesota",5637195
"15466","Hilltop",287,"TX","Texas",27506120
"15467","Hilltop",NA,"KS","Kansas",2893957
"15468","Hilltop Lakes",1101,"TX","Texas",27506120
"15469","Hillview",NA,"MN","Minnesota",5637195
"15470","Hillview",193,"IL","Illinois",13397420
"15471","Hillview",8172,"KY","Kentucky",4571106
"15472","Hilmar",NA,"CA","California",41460453
"15473","Hilo",43263,"HI","Hawaii",1404054
"15474","Hilshire Village",746,"TX","Texas",27506120
"15475","Hilt",NA,"CA","California",41460453
"15476","Hilton",5886,"NY","New York",20437172
"15477","Hilton Head Island",37099,"SC","South Carolina",4774839
"15478","Hiltonia",342,"GA","Georgia",9992167
"15479","Hinchcliff",NA,"MS","Mississippi",2991207
"15480","Hinckley",NA,"ME","Maine",1381434
"15481","Hinckley",696,"UT","Utah",3016906
"15482","Hinckley",2070,"IL","Illinois",13397420
"15483","Hinckley",1800,"MN","Minnesota",5637195
"15484","Hindman",777,"KY","Kentucky",4571106
"15485","Hindsboro",313,"IL","Illinois",13397420
"15486","Hindsville",61,"AR","Arkansas",3077747
"15487","Hi-Nella",870,"NJ","New Jersey",8899339
"15488","Hines",1563,"OR","Oregon",4250757
"15489","Hines",NA,"FL","Florida",21148372
"15490","Hines",NA,"MN","Minnesota",5637195
"15491","Hines",NA,"WI","Wisconsin",6211317
"15492","Hinesburg",658,"VT","Vermont",677762
"15493","Hineston",NA,"LA","Louisiana",4810488
"15494","Hinesville",33437,"GA","Georgia",9992167
"15495","Hingham",5650,"MA","Massachusetts[E]",6960536
"15496","Hingham",886,"WI","Wisconsin",6211317
"15497","Hingham",118,"MT","Montana",1187597
"15498","Hinkley",NA,"CA","California",41460453
"15499","Hinsdale",NA,"MA","Massachusetts[E]",6960536
"15500","Hinsdale",217,"MT","Montana",1187597
"15501","Hinsdale",NA,"NY","New York",20437172
"15502","Hinsdale",1548,"NH","New Hampshire",1376397
"15503","Hinsdale",16816,"IL","Illinois",13397420
"15504","Hinson",NA,"FL","Florida",21148372
"15505","Hinton",3196,"OK","Oklahoma",3850568
"15506","Hinton",NA,"KY","Kentucky",4571106
"15507","Hinton",928,"IA","Iowa",3214032
"15508","Hinton",2676,"WV","West Virginia",2085839
"15509","Hiouchi",301,"CA","California",41460453
"15510","Hiram",NA,"ME","Maine",1381434
"15511","Hiram",NA,"AR","Arkansas",3077747
"15512","Hiram",1406,"OH","Ohio",12514985
"15513","Hiram",3546,"GA","Georgia",9992167
"15514","Hiseville",240,"KY","Kentucky",4571106
"15515","Hisle",NA,"SD","South Dakota",844877
"15516","Hissop",658,"AL","Alabama",5437278
"15517","Hitchcock",121,"OK","Oklahoma",3850568
"15518","Hitchcock",6961,"TX","Texas",27506120
"15519","Hitchcock",91,"SD","South Dakota",844877
"15520","Hitchins",NA,"KY","Kentucky",4571106
"15521","Hitchita",88,"OK","Oklahoma",3850568
"15522","Hitchland",NA,"TX","Texas",27506120
"15523","Hiteman",NA,"IA","Iowa",3214032
"15524","Hitschmann",NA,"KS","Kansas",2893957
"15525","Hitterdal",201,"MN","Minnesota",5637195
"15526","Hiwannee",NA,"MS","Mississippi",2991207
"15527","Hiwasse",497,"AR","Arkansas",3077747
"15528","Hiwassee",264,"VA","Virginia",8260405
"15529","Hiwassee",NA,"NC","North Carolina",10241982
"15530","Hixson",NA,"TN","Tennessee",6495978
"15531","Hixton",433,"WI","Wisconsin",6211317
"15532","Hoolehua",NA,"HI","Hawaii",1404054
"15533","Hoadly",NA,"VA","Virginia",8260405
"15534","Hoagland",821,"IN","Indiana",6570902
"15535","Hoback",1176,"WY","Wyoming",605964
"15536","Hoban",NA,"TX","Texas",27506120
"15537","Hobart",3756,"OK","Oklahoma",3850568
"15538","Hobart",6221,"WA","Washington",7540272
"15539","Hobart",6182,"WI","Wisconsin",6211317
"15540","Hobart",441,"NY","New York",20437172
"15541","Hobart",29059,"IN","Indiana",6570902
"15542","Hobbs",34122,"NM","New Mexico",2345662
"15543","Hobe Sound",11521,"FL","Florida",21148372
"15544","Hoberg",56,"MO","Missouri",6262867
"15545","Hobergs",NA,"CA","California",41460453
"15546","Hobgood",348,"NC","North Carolina",10241982
"15547","Hoboken",528,"GA","Georgia",9992167
"15548","Hoboken",50005,"NJ","New Jersey",8899339
"15549","Hobson",126,"AL","Alabama",5437278
"15550","Hobson",215,"MT","Montana",1187597
"15551","Hobson",NA,"KY","Kentucky",4571106
"15552","Hobson City",771,"AL","Alabama",5437278
"15553","Hobucken",129,"NC","North Carolina",10241982
"15554","Hochheim",NA,"TX","Texas",27506120
"15555","Hockessin",13527,"DE","Delaware",1001289
"15556","Hockingport",212,"OH","Ohio",12514985
"15557","Hockinson",4771,"WA","Washington",7540272
"15558","Hockley",NA,"TX","Texas",27506120
"15559","Hodgdon",NA,"ME","Maine",1381434
"15560","Hodge",NA,"CA","California",41460453
"15561","Hodge",470,"LA","Louisiana",4810488
"15562","Hodgenville",3206,"KY","Kentucky",4571106
"15563","Hodges",155,"SC","South Carolina",4774839
"15564","Hodges",288,"AL","Alabama",5437278
"15565","Hodges",NA,"MT","Montana",1187597
"15566","Hodgesville",NA,"WV","West Virginia",2085839
"15567","Hodgkins",1897,"IL","Illinois",13397420
"15568","Hoehne",111,"CO","Colorado",5698265
"15569","Hoffman",127,"OK","Oklahoma",3850568
"15570","Hoffman",NA,"NY","New York",20437172
"15571","Hoffman",508,"IL","Illinois",13397420
"15572","Hoffman",588,"NC","North Carolina",10241982
"15573","Hoffman",681,"MN","Minnesota",5637195
"15574","Hoffman Estates",51895,"IL","Illinois",13397420
"15575","Hogansburg",NA,"NY","New York",20437172
"15576","Hogansville",3060,"GA","Georgia",9992167
"15577","Hogatza",NA,"AK","Alaska",735132
"15578","Hogeland",NA,"MT","Montana",1187597
"15579","Hohenwald",3757,"TN","Tennessee",6495978
"15580","Ho-Ho-Kus",4078,"NJ","New Jersey",8899339
"15581","Hoisington",2706,"KS","Kansas",2893957
"15582","Hokah",580,"MN","Minnesota",5637195
"15583","Hokes Bluff",4286,"AL","Alabama",5437278
"15584","Holabird",NA,"SD","South Dakota",844877
"15585","Holbrook",NA,"IL","Illinois",13397420
"15586","Holbrook",5053,"AZ","Arizona",6891688
"15587","Holbrook",NA,"ID","Idaho",1612136
"15588","Holbrook",207,"NE","Nebraska",1943256
"15589","Holbrook",10791,"MA","Massachusetts[E]",6960536
"15590","Holbrook",27195,"NY","New York",20437172
"15591","Holbrook Junction",NA,"NV","Nevada",2790136
"15592","Holcomb",600,"MS","Mississippi",2991207
"15593","Holcomb",2094,"KS","Kansas",2893957
"15594","Holcomb",635,"MO","Missouri",6262867
"15595","Holcombe",267,"WI","Wisconsin",6211317
"15596","Holcut",NA,"MS","Mississippi",2991207
"15597","Holden",NA,"MA","Massachusetts[E]",6960536
"15598","Holden",NA,"ME","Maine",1381434
"15599","Holden",378,"UT","Utah",3016906
"15600","Holden",2252,"MO","Missouri",6262867
"15601","Holden",876,"WV","West Virginia",2085839
"15602","Holden Beach",575,"NC","North Carolina",10241982
"15603","Holdenville",5771,"OK","Oklahoma",3850568
"15604","Holder",NA,"FL","Florida",21148372
"15605","Holder",NA,"IL","Illinois",13397420
"15606","Holderness",NA,"NH","New Hampshire",1376397
"15607","Holdingford",708,"MN","Minnesota",5637195
"15608","Holdrege",5495,"NE","Nebraska",1943256
"15609","Holgate",1109,"OH","Ohio",12514985
"15610","Holiday",22403,"FL","Florida",21148372
"15611","Holiday Beach",514,"TX","Texas",27506120
"15612","Holiday City",52,"OH","Ohio",12514985
"15613","Holiday Hills",610,"IL","Illinois",13397420
"15614","Holiday Lakes",749,"OH","Ohio",12514985
"15615","Holiday Lakes",1107,"TX","Texas",27506120
"15616","Holiday Shores",2882,"IL","Illinois",13397420
"15617","Holikachuk",NA,"AK","Alaska",735132
"15618","Holladay",NA,"TN","Tennessee",6495978
"15619","Holladay",26472,"UT","Utah",3016906
"15620","Holland",1121,"TX","Texas",27506120
"15621","Holland",NA,"GA","Georgia",9992167
"15622","Holland",NA,"VT","Vermont",677762
"15623","Holland",NA,"WI","Wisconsin",6211317
"15624","Holland",NA,"OR","Oregon",4250757
"15625","Holland",NA,"PA","Pennsylvania",13284753
"15626","Holland",1764,"OH","Ohio",12514985
"15627","Holland",229,"MO","Missouri",6262867
"15628","Holland",626,"IN","Indiana",6570902
"15629","Holland",557,"AR","Arkansas",3077747
"15630","Holland",1206,"NY","New York",20437172
"15631","Holland",1464,"MA","Massachusetts[E]",6960536
"15632","Holland",33051,"MI","Michigan",9895622
"15633","Holland",187,"MN","Minnesota",5637195
"15634","Holland",282,"IA","Iowa",3214032
"15635","Holland Patent",458,"NY","New York",20437172
"15636","Hollandale",288,"WI","Wisconsin",6211317
"15637","Hollandale",303,"MN","Minnesota",5637195
"15638","Hollandale",2702,"MS","Mississippi",2991207
"15639","Hollandsburg",NA,"IN","Indiana",6570902
"15640","Hollansburg",227,"OH","Ohio",12514985
"15641","Hollenberg",21,"KS","Kansas",2893957
"15642","Holley",1811,"NY","New York",20437172
"15643","Holley",1630,"FL","Florida",21148372
"15644","Holley",378,"OR","Oregon",4250757
"15645","Holliday",1758,"TX","Texas",27506120
"15646","Holliday",137,"MO","Missouri",6262867
"15647","Hollidaysburg",5791,"PA","Pennsylvania",13284753
"15648","Hollins",14673,"VA","Virginia",8260405
"15649","Hollins",545,"AL","Alabama",5437278
"15650","Hollis",112,"AK","Alaska",735132
"15651","Hollis",2060,"OK","Oklahoma",3850568
"15652","Hollis",NA,"AR","Arkansas",3077747
"15653","Hollis",NA,"NH","New Hampshire",1376397
"15654","Hollis Crossroads",608,"AL","Alabama",5437278
"15655","Hollister",34928,"CA","California",41460453
"15656","Hollister",272,"ID","Idaho",1612136
"15657","Hollister",50,"OK","Oklahoma",3850568
"15658","Hollister",674,"NC","North Carolina",10241982
"15659","Hollister",NA,"WI","Wisconsin",6211317
"15660","Hollister",4426,"MO","Missouri",6262867
"15661","Holliston",NA,"MA","Massachusetts[E]",6960536
"15662","Hollow Creek",783,"KY","Kentucky",4571106
"15663","Hollow Rock",718,"TN","Tennessee",6495978
"15664","Holloway",338,"OH","Ohio",12514985
"15665","Holloway",92,"MN","Minnesota",5637195
"15666","Holloway Terrace",NA,"DE","Delaware",1001289
"15667","Hollowayville",84,"IL","Illinois",13397420
"15668","Holly",6086,"MI","Michigan",9895622
"15669","Holly",802,"CO","Colorado",5698265
"15670","Holly",NA,"WA","Washington",7540272
"15671","Holly Beach",NA,"LA","Louisiana",4810488
"15672","Holly Bluff",NA,"MS","Mississippi",2991207
"15673","Holly Grove",602,"AR","Arkansas",3077747
"15674","Holly Hill",1277,"SC","South Carolina",4774839
"15675","Holly Hill",11659,"FL","Florida",21148372
"15676","Holly Oak",NA,"DE","Delaware",1001289
"15677","Holly Pond",798,"AL","Alabama",5437278
"15678","Holly Ridge",1268,"NC","North Carolina",10241982
"15679","Holly Springs",24661,"NC","North Carolina",10241982
"15680","Holly Springs",7699,"MS","Mississippi",2991207
"15681","Holly Springs",9189,"GA","Georgia",9992167
"15682","Holly Springs",NA,"AR","Arkansas",3077747
"15683","Hollyhill",NA,"KY","Kentucky",4571106
"15684","Hollymead",7690,"VA","Virginia",8260405
"15685","Hollyvilla",537,"KY","Kentucky",4571106
"15686","Hollywood",1000,"AL","Alabama",5437278
"15687","Hollywood",140768,"FL","Florida",21148372
"15688","Hollywood",4714,"SC","South Carolina",4774839
"15689","Hollywood",NA,"GA","Georgia",9992167
"15690","Hollywood",NA,"MD","Maryland",5928814
"15691","Hollywood",NA,"NM","New Mexico",2345662
"15692","Hollywood",NA,"MS","Mississippi",2991207
"15693","Hollywood",NA,"MO","Missouri",6262867
"15694","Hollywood",NA,"CA","California",41460453
"15695","Hollywood Heights",NA,"IL","Illinois",13397420
"15696","Hollywood Park",3062,"TX","Texas",27506120
"15697","Holman",NA,"NM","New Mexico",2345662
"15698","Holmdel",NA,"NJ","New Jersey",8899339
"15699","Holmen",9005,"WI","Wisconsin",6211317
"15700","Holmes Beach",3836,"FL","Florida",21148372
"15701","Holmes City",NA,"MN","Minnesota",5637195
"15702","Holmesville",NA,"MS","Mississippi",2991207
"15703","Holmesville",51,"NE","Nebraska",1943256
"15704","Holmesville",372,"OH","Ohio",12514985
"15705","Holopaw",NA,"FL","Florida",21148372
"15706","Holstein",214,"NE","Nebraska",1943256
"15707","Holstein",1396,"IA","Iowa",3214032
"15708","Holt",88,"MN","Minnesota",5637195
"15709","Holt",447,"MO","Missouri",6262867
"15710","Holt",23973,"MI","Michigan",9895622
"15711","Holt",3638,"AL","Alabama",5437278
"15712","Holt",NA,"FL","Florida",21148372
"15713","Holt",NA,"MT","Montana",1187597
"15714","Holton",NA,"MI","Michigan",9895622
"15715","Holton",480,"IN","Indiana",6570902
"15716","Holton",3329,"KS","Kansas",2893957
"15717","Holts Corner",NA,"TN","Tennessee",6495978
"15718","Holts Summit",3247,"MO","Missouri",6262867
"15719","Holtsville",19714,"NY","New York",20437172
"15720","Holtville",4096,"AL","Alabama",5437278
"15721","Holtville",5939,"CA","California",41460453
"15722","Holtwood",NA,"PA","Pennsylvania",13284753
"15723","Holualoa",8538,"HI","Hawaii",1404054
"15724","Holy Cross",178,"AK","Alaska",735132
"15725","Holy Cross",374,"IA","Iowa",3214032
"15726","Holyoke",39880,"MA","Massachusetts[E]",6960536
"15727","Holyoke",2313,"CO","Colorado",5698265
"15728","Holyoke",NA,"MN","Minnesota",5637195
"15729","Holyrood",447,"KS","Kansas",2893957
"15730","Home",1377,"WA","Washington",7540272
"15731","Home",160,"KS","Kansas",2893957
"15732","Home Garden",1761,"CA","California",41460453
"15733","Home Gardens",11570,"CA","California",41460453
"15734","Homeacre",NA,"PA","Pennsylvania",13284753
"15735","Homedale",2633,"ID","Idaho",1612136
"15736","Homeland",366,"FL","Florida",21148372
"15737","Homeland",5969,"CA","California",41460453
"15738","Homeland",910,"GA","Georgia",9992167
"15739","Homeland Park",6296,"SC","South Carolina",4774839
"15740","Homer",549,"NE","Nebraska",1943256
"15741","Homer",1193,"IL","Illinois",13397420
"15742","Homer",1668,"MI","Michigan",9895622
"15743","Homer",1141,"GA","Georgia",9992167
"15744","Homer",3237,"LA","Louisiana",4810488
"15745","Homer",3291,"NY","New York",20437172
"15746","Homer",181,"MN","Minnesota",5637195
"15747","Homer",5003,"AK","Alaska",735132
"15748","Homer City",1707,"PA","Pennsylvania",13284753
"15749","Homer Glen",24220,"IL","Illinois",13397420
"15750","Homerville",2456,"GA","Georgia",9992167
"15751","Homestead",60512,"FL","Florida",21148372
"15752","Homestead",185,"MO","Missouri",6262867
"15753","Homestead",3165,"PA","Pennsylvania",13284753
"15754","Homestead",148,"IA","Iowa",3214032
"15755","Homestead",NA,"OR","Oregon",4250757
"15756","Homestead",NA,"MT","Montana",1187597
"15757","Homestead",NA,"IN","Indiana",6570902
"15758","Homestead",NA,"OK","Oklahoma",3850568
"15759","Homestead Park",NA,"NJ","New Jersey",8899339
"15760","Homestead Valley",3032,"CA","California",41460453
"15761","Homestown",151,"MO","Missouri",6262867
"15762","Hometown",4349,"IL","Illinois",13397420
"15763","Hometown",1349,"PA","Pennsylvania",13284753
"15764","Homeville",NA,"PA","Pennsylvania",13284753
"15765","Homewood",NA,"KS","Kansas",2893957
"15766","Homewood",NA,"SC","South Carolina",4774839
"15767","Homewood",109,"PA","Pennsylvania",13284753
"15768","Homewood",19323,"IL","Illinois",13397420
"15769","Homewood",25167,"AL","Alabama",5437278
"15770","Homeworth",481,"OH","Ohio",12514985
"15771","Hominy",3565,"OK","Oklahoma",3850568
"15772","Homosassa",2578,"FL","Florida",21148372
"15773","Homosassa Springs",13791,"FL","Florida",21148372
"15774","Hon",NA,"AR","Arkansas",3077747
"15775","Honaker",1449,"VA","Virginia",8260405
"15776","Honalo",2423,"HI","Hawaii",1404054
"15777","Honcut",370,"CA","California",41460453
"15778","Honda",NA,"CA","California",41460453
"15779","Hon-Dah",812,"AZ","Arizona",6891688
"15780","Hondo",8803,"TX","Texas",27506120
"15781","Hondo",NA,"NM","New Mexico",2345662
"15782","Honea Path",3597,"SC","South Carolina",4774839
"15783","Honeoye",579,"NY","New York",20437172
"15784","Honeoye Falls",2674,"NY","New York",20437172
"15785","Honesdale",4480,"PA","Pennsylvania",13284753
"15786","Honey Brook",1713,"PA","Pennsylvania",13284753
"15787","Honey Grove",1668,"TX","Texas",27506120
"15788","Honey Island",NA,"TX","Texas",27506120
"15789","Honeydew",NA,"CA","California",41460453
"15790","Honeyville",1441,"UT","Utah",3016906
"15791","Honeyville",NA,"FL","Florida",21148372
"15792","Honobia",NA,"OK","Oklahoma",3850568
"15793","Honoka'a",2258,"HI","Hawaii",1404054
"15794","Honokahua",NA,"HI","Hawaii",1404054
"15795","Honolulu",NA,"HI","Hawaii",1404054
"15796","Honomu",509,"HI","Hawaii",1404054
"15797","Honor",328,"MI","Michigan",9895622
"15798","Honoraville",NA,"AL","Alabama",5437278
"15799","Honuapo",NA,"HI","Hawaii",1404054
"15800","Hood",271,"CA","California",41460453
"15801","Hood",NA,"WA","Washington",7540272
"15802","Hood River",7167,"OR","Oregon",4250757
"15803","Hoodsport",376,"WA","Washington",7540272
"15804","Hookdale",NA,"IL","Illinois",13397420
"15805","Hooker",1918,"OK","Oklahoma",3850568
"15806","Hookerton",409,"NC","North Carolina",10241982
"15807","Hooks",2769,"TX","Texas",27506120
"15808","Hooksett",4147,"NH","New Hampshire",1376397
"15809","Hookstown",147,"PA","Pennsylvania",13284753
"15810","Hoonah",760,"AK","Alaska",735132
"15811","Hoopa",NA,"CA","California",41460453
"15812","Hooper",NA,"WA","Washington",7540272
"15813","Hooper",NA,"MI","Michigan",9895622
"15814","Hooper",7218,"UT","Utah",3016906
"15815","Hooper",103,"CO","Colorado",5698265
"15816","Hooper",830,"NE","Nebraska",1943256
"15817","Hooper Bay",1093,"AK","Alaska",735132
"15818","Hoopers Creek",1056,"NC","North Carolina",10241982
"15819","Hoopersville",NA,"MD","Maryland",5928814
"15820","Hoopeston",5351,"IL","Illinois",13397420
